product_id,product_title,product_url,price_01_03
13998,"Rom&nd - Juicy Lasting Tint - Trwały Tint do Ust - 11 Pink Pumpkin - 5,5g",https://cosibella.pl/pl/products/rom-nd-13998,"49,00 zł"
14002,"Rom&nd - Juicy Lasting Tint - Trwały Tint do Ust - 19 Almond Rose - 5,5g",https://cosibella.pl/pl/products/rom-nd-14002,"49,00 zł"
14003,"Rom&nd - Juicy Lasting Tint - Trwały Tint do Ust - 22 Pomelo Skin - 5,5 g",https://cosibella.pl/pl/products/rom-nd-14003,"49,00 zł"
14009,"Rom&nd - Zero Velvet Tint - Matowy Aksamitny Tint do Ust - 12 Anne Shirley - 5,5g",https://cosibella.pl/pl/products/rom-nd-14009,"44,00 zł"
14089,Holika Holika - Clearing Petit BB Cream - Krem BB do Twarzy - SPF30 PA++ - 30ml,https://cosibella.pl/pl/products/holika-holika-14089,"41,90 zł"
14091,Holika Holika - Shimmering Petit BB Cream - Rozświetlający Krem BB - SPF 45 PA+++ - 30ml,https://cosibella.pl/pl/products/holika-holika-14091,"41,90 zł"
14092,Holika Holika - Moisturizing Petit BB Cream - Nawilżający Krem BB - SPF30 PA++ - 30ml,https://cosibella.pl/pl/products/holika-holika-14092,"41,90 zł"
14100,Etude House - Curl Fix Mascara - Podkręcający Tusz do Rzęs - #01 Black - 8g,https://cosibella.pl/pl/products/etude-house-14100,"49,00 zł"
14105,"Etude House - Sebum Soak Pact - Matujący Puder w Kamieniu - 9,5g",https://cosibella.pl/pl/products/etude-house-14105,"42,00 zł"
14216,Asoa - Podkład Mineralny Kryjący Sypki - C11 Ivory - 6g,https://cosibella.pl/pl/products/asoa-14216,"62,00 zł"
14686,Rom&nd - Dewyful Water Tint - Wodny Tint do Ust - 11 Lilac Cream - 5g,https://cosibella.pl/pl/products/rom-nd-14686,"49,00 zł"
14688,Rom&nd - Dewyful Water Tint - Wodny Tint do Ust - 10 Murmur Pink - 5g,https://cosibella.pl/pl/products/rom-nd-14688,"49,00 zł"
14720,Peripera - Ink Airy Velvet - Tint do Ust - 14 Rosy Pink - 4g,https://cosibella.pl/pl/products/peripera-14720,"30,00 zł"
14828,Paese - Minerals - Matujący Podkład Mineralny - 103N Sand - 6g,https://cosibella.pl/pl/products/paese-14828,"36,99 zł"
15082,Claresa - Brow SO(AP)! - Mydło do Brwi - 30ml,https://cosibella.pl/pl/products/claresa-15082,"25,90 zł"
15084,Claresa - Brow Bro! - Mascara do Brwi - 01 Light Brown - 8ml,https://cosibella.pl/pl/products/claresa-15084,"13,90 zł"
15085,Claresa - Brow Bro! - Mascara do Brwi - 02 Dark Brown - 8ml,https://cosibella.pl/pl/products/claresa-15085,"14,90 zł"
15093,Claresa - Gloss Is My Boss - Błyszczyk do Ust - 02 Boss Babe - 5ml,https://cosibella.pl/pl/products/claresa-15093,"14,90 zł"
15094,Claresa - Gloss Is My Boss - Błyszczyk do Ust - 04 Girl Chief - 5ml,https://cosibella.pl/pl/products/claresa-15094,"13,90 zł"
15096,Claresa - Doll Up! - Podkład Rozświetlajacy - 02 Light - 30ml,https://cosibella.pl/pl/products/claresa-15096,"35,00 zł"
15100,Claresa - Blur Super Pow(d)er! - Puder Sypki Optycznie Wygładzający Skórę - 12g,https://cosibella.pl/pl/products/claresa-15100,"32,00 zł"
15102,Claresa - Feel the Pow(d)er! - Sypki Puder pod Oczy o Matowym Wykończeniu - 01 White - 6g,https://cosibella.pl/pl/products/claresa-15102,"22,00 zł"
15248,Claresa - Smokin' Hot Wydłużająco - Pogrubiający Tusz do Rzęs - Czarny - 10g,https://cosibella.pl/pl/products/claresa-15248,"20,00 zł"
15249,Claresa - Never Too Black! - Super Czarny Tusz do Rzęs Zwiększający Objętość - 10g,https://cosibella.pl/pl/products/claresa-15249,"20,90 zł"
15252,Claresa - Gloss Is My Boss - Błyszczyk do Ust - 05 Big Fish - 5ml,https://cosibella.pl/pl/products/claresa-15252,"13,90 zł"
15253,Claresa - Gloss Is My Boss - Błyszczyk do Ust - 06 Biggie - 5ml,https://cosibella.pl/pl/products/claresa-15253,"13,00 zł"
15254,Claresa - Gloss Is My Boss - Błyszczyk do Ust - 07 High Up - 5ml,https://cosibella.pl/pl/products/claresa-15254,"13,00 zł"
15255,Claresa - Gloss Is My Boss - Błyszczyk do Ust - 08 Top Dog - 5ml,https://cosibella.pl/pl/products/claresa-15255,"14,90 zł"
